Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
KATM   36081,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Poa,,"","",1,"",EA,Poa  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-82,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60502 ALAAC=V143258,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36082,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa attenuata; Poa stenantha,"","",1,"",EA,Poa stenantha  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-83,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60503 ALAAC=V143259,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36082,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa attenuata; Poa stenantha,"","",1,"",EA,Poa stenantha  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-83,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60503 ALAAC=V143259,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36082,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa attenuata; Poa stenantha,"","",1,"",EA,Poa stenantha  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-83,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60503 ALAAC=V143259,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36083,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Juncaceae,Luzula,spicata,"","",1,"",EA,Luzula spicata  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-84,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60504 ALAAC=V143260,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36083,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Juncaceae,Luzula,spicata,"","",1,"",EA,Luzula spicata  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-84,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60504 ALAAC=V143260,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36083,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Juncaceae,Luzula,spicata,"","",1,"",EA,Luzula spicata  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-84,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60504 ALAAC=V143260,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36084,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Brassicales,Brassicaceae,Draba,lonchocarpa,"","",1,"",EA,Draba lonchocarpa var. vestita  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-85,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60505 ALAAC=V143261,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered/patchy, might be 2 species","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36084,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Brassicales,Brassicaceae,Draba,lonchocarpa,"","",1,"",EA,Draba lonchocarpa var. vestita  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-85,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60505 ALAAC=V143261,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered/patchy, might be 2 species","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36084,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Brassicales,Brassicaceae,Draba,lonchocarpa,"","",1,"",EA,Draba lonchocarpa var. vestita  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-85,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60505 ALAAC=V143261,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","175¿ azimuth, 35¿ slope, sparsely vegetated, sandstone rubble, scattered/patchy, might be 2 species","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36085,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Woodsiaceae,Woodsia,ilvensis,"","",1,"",EA,Woodsia ilvensis  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-88,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60506 ALAAC=V143262,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","sparsely vegetated, rock crevices, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36085,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Woodsiaceae,Woodsia,ilvensis,"","",1,"",EA,Woodsia ilvensis  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-88,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60506 ALAAC=V143262,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","sparsely vegetated, rock crevices, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36085,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Polypodiales,Woodsiaceae,Woodsia,ilvensis,"","",1,"",EA,Woodsia ilvensis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-88,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60506 ALAAC=V143262,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","sparsely vegetated, rock crevices, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36086,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,scirpoidea,"","",1,"",EA,Carex scirpoidea  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-90,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60507 ALAAC=V143263,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36086,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,scirpoidea,"","",1,"",EA,Carex scirpoidea  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-90,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60507 ALAAC=V143263,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36086,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,scirpoidea,"","",1,"",EA,Carex scirpoidea  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-90,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60507 ALAAC=V143263,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36087,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Saxifragales,Saxifragaceae,Saxifraga,oppositifolia,"","",1,"",EA,Saxifraga oppositifolia  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-91,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60508 ALAAC=V143264,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36087,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Saxifragales,Saxifragaceae,Saxifraga,oppositifolia,"","",1,"",EA,Saxifraga oppositifolia  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-91,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60508 ALAAC=V143264,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36087,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Saxifragales,Saxifragaceae,Saxifraga,oppositifolia,"","",1,"",EA,Saxifraga oppositifolia  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-91,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60508 ALAAC=V143264,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36088,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Astragalus,umbellatus,"","",1,"",EA,Astragalus umbellatus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-92,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60509 ALAAC=V143265,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36088,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Astragalus,umbellatus,"","",1,"",EA,Astragalus umbellatus  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-92,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60509 ALAAC=V143265,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36088,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Astragalus,umbellatus,"","",1,"",EA,Astragalus umbellatus  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-92,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60509 ALAAC=V143265,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,140 m,"","","","dry sandy soil and scree, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36089,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Orobanchaceae,Boschniakia,rossica,"","",1,"",EA,Boschniakia rossica  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-93,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60510 ALAAC=V143266,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","alder patch, 175¿ azimuth, 35¿ slope, moist soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36089,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Orobanchaceae,Boschniakia,rossica,"","",1,"",EA,Boschniakia rossica  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-93,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60510 ALAAC=V143266,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","alder patch, 175¿ azimuth, 35¿ slope, moist soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36089,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Orobanchaceae,Boschniakia,rossica,"","",1,"",EA,Boschniakia rossica  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-93,2002-07-06,COM/GD,"","",Arctos=UAM:Herb:60510 ALAAC=V143266,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, cape and headland N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.64/W153.61,121 m,"","","","alder patch, 175¿ azimuth, 35¿ slope, moist soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36090,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Brassicales; Brassicales,Brassicaceae; Brassicaceae,Cakile; Cakile,Cakile edentula; Cakile maritima,"","",1,"",EA,Cakile edentula  vascular plant specimens mounted on herbarium sheet,"","; Lipkin, Rob",02-94,2002-07-07,COM/GD,"","",Arctos=UAM:Herb:60511 ALAAC=V143267,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, S side of spit near W end","",AK,WGS 84,"","","",N58.6/W153.77,,"","","","20% vegetation cover, sand, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36090,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Brassicales; Brassicales,Brassicaceae; Brassicaceae,Cakile; Cakile,Cakile edentula; Cakile maritima,"","",1,"",EA,Cakile edentula  vascular plant specimens mounted on herbarium sheet,"","; ; Carlson, Matthew",02-94,2002-07-07,COM/GD,"","",Arctos=UAM:Herb:60511 ALAAC=V143267,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, S side of spit near W end","",AK,WGS 84,"","","",N58.6/W153.77,,"","","","20% vegetation cover, sand, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36090,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Brassicales; Brassicales,Brassicaceae; Brassicaceae,Cakile; Cakile,Cakile edentula; Cakile maritima,"","",1,"",EA,Cakile edentula  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-94,2002-07-07,COM/GD,"","",Arctos=UAM:Herb:60511 ALAAC=V143267,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, S side of spit near W end","",AK,WGS 84,"","","",N58.6/W153.77,,"","","","20% vegetation cover, sand, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36091,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Typhaceae; Typhaceae,Sparganium; Sparganium,Sparganium angustifolium; Sparganium subglobosum,"","",1,"",EA,Sparganium angustifolium  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-95,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60512 ALAAC=V143268,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, open water and mud, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36092,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Plantaginaceae,Hippuris,vulgaris,"","",1,"",EA,Hippuris vulgaris  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-96,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60513 ALAAC=V143269,"MCDONALD, DUSTY",10/22/2004,"",2/19/2009,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, open water and mud, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36092,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Plantaginaceae,Hippuris,vulgaris,"","",1,"",EA,Hippuris vulgaris  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-96,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60513 ALAAC=V143269,"MCDONALD, DUSTY",10/22/2004,"Elven, Reidar",2/19/2009,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, open water and mud, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36093,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Alismatales,Potamogetonaceae,Potamogeton,epihydrus,"","",1,"",EA,Potamogeton epihydrus  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-97,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60514 ALAAC=V143270,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, open water and mud, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36094,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Menyanthaceae,Menyanthes,trifoliata,"","",1,"",EA,Menyanthes trifoliata  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-98,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60515 ALAAC=V143271,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, open water and mud, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36095,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Apiales,Apiaceae,Cicuta,virosa,"","",1,"",EA,Cicuta virosa  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-99,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60516 ALAAC=V143272,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, wet mud, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36096,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,chordorrhiza,"","",1,"",EA,Carex chordorrhiza  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-100,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60517 ALAAC=V143273,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, wet mud, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36097,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Agrostis,exarata,"","",1,"",EA,Agrostis alaskana  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-101,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60518 ALAAC=V143274,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, wet mud, scattered/patchy, loosely tufted","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36098,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Lamiales,Lentibulariaceae,Utricularia,minor,"","",1,"",EA,Utricularia minor  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-104,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60519 ALAAC=V143275,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, standing water up to 50 cm, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
